Date,Framework,MSE,MSLE,MAPE
25/10/2022 10:54:25,Keras,3.922167763903417e-07,1.492637693445431e-07,1869.9058837890625
25/10/2022 10:56:08,QKeras,7.782544457768381e-07,2.0244300458216458e-08,959.0269775390625
25/10/2022 12:30:32,hls4ml,7.795901931081054e-07,,
