Date,EstimatedClockPeriod,BestLatency,WorstLatency,IntervalMin,IntervalMax,BRAM_18K,AvailableBRAM_18K,DSP48E,AvailableDSP48E,FF,AvailableFF,LUT,AvailableLUT,URAM,AvailableURAM
07/08/2022 13:20:26,4.262,5,5,1,1,0,432,111,360,1540,141120,3708,70560,0,0
07/08/2022 13:59:27,4.256,7,7,1,1,0,432,154,360,2249,141120,7337,70560,0,0
07/08/2022 14:30:17,4.337,19,19,1,1,0,432,1092,360,67529,141120,36397,70560,0,0
07/08/2022 15:36:58,4.337,16,16,1,1,0,432,1072,360,65754,141120,35765,70560,0,0
07/08/2022 17:24:18,4.362,7,7,1,1,0,432,308,360,5964,141120,9502,70560,0,0
07/08/2022 17:37:20,4.310,9,9,1,1,0,432,154,360,4839,141120,9355,70560,0,0
07/08/2022 18:50:21,4.310,9,9,1,1,0,432,154,360,4839,141120,9355,70560,0,0
